country,year,crisis_bin,crisis_h1,crisis_h2,crisis_h3,z1,z2,z3,z4
Australia,1900,0,0,0,0,-0.0038701744194784204,-0.0046903455542126014,0.004752772468058403,0.0035777454174438427
Australia,1901,0,0,0,0,-0.00035863865950969197,0.005103358670688967,-0.010172053128882317,-0.002333333804505934
Australia,1902,0,0,0,0,0.00834371231457245,-0.005258980799230924,0.013638510446139769,0.014882272304951115
Australia,1903,0,0,0,0,-0.0018044433905688765,0.0017502984469685654,0.007300844060419571,-0.0010945904420660907
Australia,1904,0,0,0,0,0.007957878578619708,-0.008747626820703621,0.0041511315294361865,0.009435286293642448
Australia,1905,0,0,0,0,0.006603265272558089,-0.007009749970264965,0.0162451863352258,0.009841449609922092
Australia,1906,0,0,0,0,0.014163828202326294,-0.01032724911910575,-0.0025201482260923864,0.008623861347771551
Australia,1907,0,0,0,0,0.007759963212716683,-0.006647798639535725,-0.0057608195558611925,0.005956264715050045
Australia,1908,0,0,0,0,-0.0003183782297852337,0.0001385561699457664,-0.007311264490804434,-0.0039421013797942385
Australia,1909,0,0,0,0,-0.003073507272455216,0.008905381360695347,-0.0037496496394363765,-0.007732305898927085
Australia,1910,0,0,0,0,0.005008024320791175,0.002704147389510399,-0.0003105936341838047,-0.004720330326943059
Australia,1911,0,0,0,0,0.010872358158950947,-0.006971827169317291,-0.0033554645479009974,0.005479331965803979
Australia,1912,0,0,0,0,0.0028404973899776734,0.007223554973512283,-0.0031305125296512,-0.011413598757848836
