epoch,elbo_train,elbo_val
188,1.027310477473471,-0.8038578509045625
189,1.2734801650516985,-0.8048987844820917
190,1.0267023966296165,-0.8070232429807074
191,1.2857314320129694,-0.8078476475898609
192,1.013115692383639,-0.8084782817837869
193,1.0244988557310823,-0.8085953296429326
194,1.0308439949204553,-0.8087901761905631
195,1.0272644494413863,-0.8064972179423843
196,1.0217637936008117,-0.8073394610566778
197,1.0670266750632944,-0.8062629761985305
198,1.0299197616707698,-0.8061946684977865
199,1.0109363126495325,-0.8052634258506581
200,1.023249555167455,-0.8046513555175894
201,1.0587847742170742,-0.8057611907774394
202,1.0374343279126643,-0.8055951661073651
203,1.0143689991942082,-0.8060915711744568
204,1.0580564912219148,-0.8055848427288155
205,1.0251845160765691,-0.8055121554919382
206,1.024160036065732,-0.8046391149277223
207,1.0331098088294626,-0.8054423075514453
208,1.0296227242741318,-0.8051034061215407
209,1.0660996056182181,-0.8041184468298823
210,1.023444801055404,-0.805037776898654
211,1.0264590214855107,-0.8055377952992997
212,1.0241140975085166,-0.8062398418752222
213,1.0408871011054575,-0.8044171059625314
214,1.0514544256464498,-0.8044384902065222
215,1.0339859339584334,-0.8041194652359068
216,1.0269609575457546,-0.8051349694619219
217,1.0379279231263772,-0.8049933571641433
218,1.0126872488596252,-0.8057720486778869
219,1.0975830384029293,-0.8043980801268288
220,1.0113320513706008,-0.8029805406806177
221,1.031637640613046,-0.8034877036703176
222,1.030892327730449,-0.8036971035431031
223,1.0436106869187798,-0.8025767842965861
224,1.0439864251648354,-0.805203940319916
225,1.0244250100290204,-0.8040164786275752
226,1.0162427225361905,-0.8028219608980915
227,1.0159110308180173,-0.8026982865956044
228,1.07995136549482,-0.8025468518992985
229,1.032934975773425,-0.8045978125809861
230,1.018698687051505,-0.8059856514448123
231,1.0244557515212536,-0.8058920766577216
232,1.0436275899006726,-0.8062691899719916
233,1.029368198548935,-0.8064602928867776
234,1.01902906287356,-0.807315492376192
235,1.0293130271365927,-0.8076353664975097
236,1.0192910998924314,-0.8068459184037486
237,1.0279289488509527,-0.8059518512992818
238,1.0327398701717385,-0.8049735234698377
239,1.0138939462150534,-0.8045894240897387
240,1.036017493207136,-0.8045919816088083
241,1.019508716479126,-0.8039283590376262
242,1.017993498959112,-0.8030795143090849
243,1.0307064429621051,-0.8015945914064984
244,1.0244518998224175,-0.8007970457954686
245,1.0290608155468566,-0.8021893316623809
246,1.0196549477317902,-0.8024340461970816
247,1.0456869068131482,-0.80297537150606
248,1.068268618427153,-0.8051044757523641
249,1.0199870713032342,-0.8055644490496063
250,1.0231253147893824,-0.8051275645298448
251,1.053755447659728,-0.8043238746642898
252,1.0232133421310952,-0.8041044075826635
253,1.0293043674002351,-0.8032740755391461
254,1.015154496573167,-0.8027218388223953
255,1.0446884754487147,-0.8025134162341357
256,1.063410246437154,-0.8007980989428314
257,1.0281746006747086,-0.800714592015732
258,1.0208374263847928,-0.8005875847678743
259,1.042790156625295,-0.8005866995404824
260,1.0384619722367796,-0.801015293288787
261,1.0156893736992383,-0.8021720183208813
262,1.017439330890771,-0.801801727655265
263,1.0309825683942666,-0.8031028762578051
264,1.146075504891993,-0.803570424255424
265,1.0299340821570082,-0.8044274098476948
266,1.0310214868982344,-0.8045376200056664
267,1.0543520514303872,-0.8051850410208747
268,1.0982786268848443,-0.8054250932493503
269,1.0122997850961546,-0.8060871497085779
270,1.0380992307823658,-0.805103663024133
271,1.024743408311761,-0.8053661883196086
272,1.025583574672214,-0.8042370740631843
273,1.019786972054241,-0.805021539561563
274,1.082603647522617,-0.804263595144315
275,1.0352869051343627,-0.8040033162914175
276,1.0409035407108245,-0.8040877717902191
277,1.024514584730871,-0.804481803517471
278,1.019753837152011,-0.804816315731875
279,1.0523314692581056,-0.803893338940935
280,1.021326472296131,-0.8039820573775239
281,1.0465492042298112,-0.8044437782076744
282,1.0187066295839506,-0.8054662892224557
283,1.0130984381458448,-0.8068513576792117
284,1.0176249784110363,-0.8060032628963084
285,1.0162537633909488,-0.8049581265432229
286,1.0220913578909754,-0.8029570047107161
287,1.0176376939474974,-0.8028414286723349
288,1.0375884592047835,-0.8020795446409092
289,1.0157023786515544,-0.8031068762201438
290,1.0083895221554737,-0.803017414558201
291,1.0778807609178722,-0.8017039475676544
292,1.061612907563072,-0.8021846560522827
293,1.0879949305476992,-0.8038114697173772
294,1.0156298537751844,-0.8030722340945554
295,1.0519982284944558,-0.8032138517598543
296,1.0271992563442311,-0.8053801948557624
297,1.0419363227537113,-0.8052826013374347
298,1.0153365480665808,-0.8047786318453569
299,1.0177584241235915,-0.8034650432132397
300,1.0110060883240148,-0.8026965143430064
