epoch,mse_train,mse_val
115,0.4168530895627757,0.3220528505183048
116,0.42922051828892827,0.363381611184301
117,0.4169603652029659,0.3547446368958055
118,0.41062923668973317,0.30958720329703926
119,0.41321053600131175,0.3420590193468825
120,0.41328632799471415,0.36344674070749555
121,0.4262759168269592,0.32187193665644753
122,0.4066378931396786,0.3460283724347945
123,0.42157177491753395,0.33135259888857505
124,0.41565854229495464,0.3242475941345795
125,0.40261931000058837,0.30431141557417596
126,0.41473399362227914,0.35971663245709
127,0.4093941790710285,0.34186690328835
128,0.3934153941140886,0.3224564732444843
129,0.41389073232107754,0.3552098846194803
130,0.40810616022174734,0.3654647786731065
131,0.42887390866021535,0.35416192053157497
132,0.42008709573829783,0.35685919882255185
133,0.40925314278800745,0.29595296455132664
134,0.41396672084980757,0.33868862830966534
135,0.41158527892687136,0.31283323362290705
136,0.41789646302043265,0.32308514585455644
137,0.40645649330567324,0.30688339335178194
138,0.4072280523779229,0.3149989567164242
139,0.42046491461468527,0.3108313298996952
140,0.39753046754369536,0.3486830592525157
141,0.41543146069785325,0.3658272765147246
142,0.42072174273963886,0.35295826128729607
143,0.4141995677139714,0.35817065673861315
144,0.40329998030077097,0.32742078090274035
145,0.4066242269412304,0.34615610788448054
146,0.41358916362118137,0.3316178505117626
147,0.39405138967400705,0.3064973299157865
148,0.4035601990989909,0.32709260352061753
149,0.4044569039805072,0.33128550582707866
150,0.4047057951252892,0.3283507657440132
151,0.40839703117975795,0.3154817931959761
152,0.3947159388585646,0.3345391927616285
153,0.39742320145863175,0.2942868946834955
154,0.3943186639804733,0.3456635368309397
155,0.4134054477141339,0.3305030391620433
156,0.41506672303398096,0.32396724885974687
157,0.4041770873827736,0.3420565517185582
158,0.40386521027161504,0.31999137076066764
159,0.4050532822609124,0.31859362629564086
160,0.40765160168712083,0.3445555270631077
161,0.41839557713998116,0.33219494295970176
162,0.3918883655706354,0.2988627588751991
163,0.40696581364162565,0.3168708793751864
164,0.4070223414216083,0.3068654883465967
165,0.39170657380067186,0.3400146875549896
166,0.3978085724034042,0.3369558886536877
167,0.3927844318412612,0.3301718507349519
168,0.3922212273724897,0.3139232485915711
169,0.4035362251558519,0.3156659939204525
170,0.3894246839588126,0.3221405297791268
171,0.4022801515940667,0.3319439829574717
172,0.4074684176533509,0.285912737136898
173,0.40577217152466954,0.31593013423598626
174,0.38734165799435977,0.31597851358100126
175,0.4124778621852558,0.33164470538562263
176,0.3949678168809205,0.30827465511078
177,0.41320675882151503,0.3284404500084857
178,0.4081046299721794,0.32006504477222164
179,0.40372267640366166,0.33830841795211763
180,0.39718554129583233,0.3200673099106076
181,0.4110459646165162,0.3080435724147918
182,0.40269165239364,0.29067752799347857
183,0.3892146002818957,0.35328796367260284
184,0.3810840375677946,0.33001181865031565
185,0.4030160624985143,0.3297407147993788
186,0.3954355753149457,0.34204915493420507
187,0.3877221189984233,0.31345493980030736
188,0.4007583281475456,0.3394353857224872
189,0.4024783813677251,0.33112508931916246
190,0.39754722708438833,0.3217966165705926
191,0.3873014864230878,0.32977642007806235
192,0.3871660377391787,0.32943472281061964
193,0.4002066425894973,0.2934889833429859
194,0.3898561470251081,0.3113756742567193
195,0.38062026335648763,0.3101176145313313
196,0.3907027783285809,0.32137802737241655
197,0.39193519479929606,0.31429756610092324
198,0.4056056530215898,0.3255565486959304
199,0.3869122670457926,0.32931770164490326
200,0.3891178643821516,0.32943513068330166
201,0.38391383689078884,0.3214468090824477
202,0.37792813271790127,0.3215091339283883
203,0.3991055979269761,0.34607475680629113
204,0.38447865893177213,0.37517361995872706
205,0.3845646688502208,0.3097386323006186
206,0.36482644481245785,0.3244257242612409
207,0.3921939803044421,0.32469926127736715
208,0.3927190666762411,0.31833682594772233
209,0.39819082664060973,0.3622036393258961
210,0.37944062202177653,0.3296008937343879
211,0.39421415193285825,0.2733657224101333
212,0.39682792179787024,0.3171183063379767
213,0.37179882281809806,0.30712171752496537
214,0.39199569140692614,0.32746143446163406
215,0.3874932184528461,0.3417578240536304
216,0.3786503255741674,0.33340695533085835
217,0.3941113851663848,0.3516203076609435
218,0.37546706630682225,0.32833685057152845
219,0.3804372045443518,0.32627286945443695
220,0.3865973582919974,0.31325839982862985
221,0.3875614052386946,0.33068141738379053
222,0.39424926141688726,0.32054869038072953
223,0.3974407894480345,0.3220377618487584
224,0.37148295168940115,0.33683330176259746
225,0.3862628250772044,0.34549720915746196
226,0.374556160387016,0.3287101151544586
227,0.37088056070498154,0.3320250280207737
228,0.38457559027359817,0.3155031779065216
229,0.3968081838020706,0.368115823014576
230,0.3912547982937261,0.31613367773827405
231,0.3830190331058284,0.347805756976777
232,0.3884582285578201,0.3335857628028456
233,0.3777941689239558,0.31969407280260503
234,0.3968431058729779,0.287246303401182
235,0.38008521757856367,0.30082780116028973
236,0.38201604335150086,0.30987345968308
237,0.36328656176191737,0.327433372333352
238,0.3673808368859443,0.3322521468899045
239,0.38853468662770896,0.29622188297220353
240,0.3932559570957604,0.3016358695132793
241,0.3898735064519256,0.31068451950144704
242,0.381680557166331,0.33629448019521635
243,0.3756025766747547,0.31447462465270115
244,0.3741567157623419,0.3227334482977901
245,0.36697350695179354,0.3431670948697032
246,0.3788994131010263,0.3761934777105427
247,0.3813255968372375,0.3029815600284899
248,0.3809249593557979,0.28786734904485484
249,0.3822592128792153,0.30983025864556296
250,0.3874588546917253,0.3121808080087242
251,0.3611272974631,0.30495052318201393
252,0.37497445328893075,0.3294843967220723
253,0.3773903656050218,0.2909034731584486
254,0.37353688291601805,0.32338593179979624
255,0.3661720395514945,0.2870101827558796
256,0.37883989157673287,0.32496511030360675
257,0.3672246020328513,0.3226140817204734
258,0.37982676706998103,0.2636521270818049
259,0.37493838581588257,0.3165234473489236
260,0.3632840668249365,0.3217036620081545
261,0.3680201697196895,0.34488005969853053
262,0.391439192068188,0.30799111246706634
263,0.3683820337364803,0.3256779725747791
264,0.3703770408447796,0.27856135271538224
265,0.3847235844408026,0.34072961459003287
266,0.3758569513804534,0.3117220721124872
267,0.35531712475222776,0.30499059737400563
268,0.3712384858545775,0.32618867936695417
269,0.3805182794732291,0.30500640128541795
270,0.385257975132186,0.37242511930032574
271,0.37496055270876877,0.3484721723590733
272,0.36681175791200554,0.3440750821166408
273,0.3768710027339133,0.3259676768428709
274,0.3766961614833875,0.340215078583096
275,0.3679145084566782,0.3027521223392377
276,0.3722518417854198,0.31508049706717345
277,0.38644653590259315,0.30003627770277397
278,0.3641462362332498,0.281925245958898
279,0.37923643645494837,0.33189156036953577
280,0.37342057130233564,0.302487291249576
281,0.36533451226544666,0.3230002555498635
282,0.36317559355388723,0.2931124141081475
283,0.3571740400590493,0.3073662531612124
284,0.3524956185105327,0.2725522281289579
285,0.35404270406937377,0.32959234927988634
286,0.3641210539976084,0.28073697147018256
287,0.36277517177773166,0.32767828573812513
288,0.3625478672473105,0.33083444695389136
289,0.37206194236601353,0.35045393034010525
290,0.3725386121381745,0.3276321196205004
291,0.37483879885016547,0.2954723629022931
292,0.3818663174799225,0.293874646086921
293,0.3637283675054765,0.3244360819834968
294,0.3653797954505368,0.3078006937459587
295,0.3858330346719705,0.31247921735284656
296,0.3757343169328461,0.30571299756159837
297,0.3693726514525611,0.3141483052563841
298,0.3708666489304211,0.30822829539511637
299,0.3591044330766254,0.329697690709401
300,0.36826414792330575,0.2830477351329574
