year,country,iso,crisis_bin,crisis_lv,crisisJST,crisis_union,crisis_h1,crisis_h2,crisis_h3,tloans,tmort,lev,ltd,noncore,hpnom,housing_capgain,eq_capgain,stir,ltrate,bill_rate,gdp,iy,ca,cpi,debtgdp,money,bond_rate,housing_tr,eq_tr,tloans_gap,hpnom_gap,term_spread,tloans_growth
1880,Australia,AUS,0,0,0.0,0,0,0,0,94.008,2.996,18.61498260498047,90.80091094970703,28.284059524536133,0.5742947158946666,-0.04938191920518875,0.0541498027741909,4.7,4.409408,0.04699999839067459,344.32,0.1764724,0.7857892000000009,2.666667,0.222212,114.8,0.04409407824277878,0.13175059854984283,0.11423738300800323,-36.5896057342578,-0.04569902571332363,-0.2905920000000002,-0.08486653816949952
1881,Australia,AUS,0,0,0.0,0,0,0,0,115.8,3.834,16.564224243164062,93.84573364257812,27.51081085205078,0.5742947158946666,0.0,0.02000194601714611,4.7,3.7815,0.04699999839067459,362.82,0.2123455,-20.8488468,2.625,0.232202,134.0,0.03781500086188316,0.13175059854984283,0.07269452512264252,-25.199204799836238,-0.06061757659075284,-0.9185000000000003,0.23181005871840688
1882,Australia,AUS,0,0,0.0,0,0,0,0,144.204,4.328,15.996553421020508,103.79765319824219,25.786325454711914,0.5989073465758666,0.04285602271556854,0.03700670599937439,4.5,3.8220916,0.04500000178813934,382.32,0.1805267,-30.311824799999997,2.666667,0.23254999999999998,149.3,0.03822091594338417,0.13175059854984283,0.09030421078205109,-7.336784193522533,-0.050263957819466465,-0.6779084000000002,0.24528497409326433
1883,Australia,AUS,0,0,0.0,0,0,0,0,156.068,4.946,16.137699127197266,108.94951629638672,28.742263793945312,0.6235199772570666,0.041096530854701996,0.21899999678134918,4.7,4.016817,0.04699999839067459,412.1,0.187123,-26.826911600000003,2.958333,0.24091,155.9,0.040168169885873795,0.13175059854984283,0.28716498613357544,-5.964789131256396,-0.03883154513750631,-0.6831830000000005,0.0822723364123048
1884,Australia,AUS,0,0,0.0,0,0,0,0,166.83200000000002,5.052,15.106379508972168,104.59293365478516,29.72003746032715,0.6563368181653333,0.05263183265924454,-0.017000000923871994,4.9,3.9964250000000003,0.04899999871850014,430.46,0.2035062,-32.119933599999996,3.0,0.293268,171.9,0.03996425122022629,0.13175059854984283,0.04399999976158142,-5.435322868493728,-0.01757121348009949,-0.903575,0.06896993618166447
1885,Australia,AUS,0,0,0.0,0,0,0,0,184.046,5.428,14.568739891052246,108.18852996826172,31.557178497314453,0.6891536590735999,0.050000227987766266,0.04699999839067459,4.8,4.03225,0.04800000041723251,441.62,0.1862147,-48.4419816,3.0,0.312289,182.9,0.040322501212358475,0.13175059854984283,0.11300000548362732,2.0244233121376,0.0059548206262373116,-0.7677499999999995,0.10318164380934092
1886,Australia,AUS,0,0,0.0,0,0,0,0,191.218,5.9,14.802326202392578,109.5918197631836,31.628238677978516,0.7301747102089333,0.05952370539307594,-0.035999998450279236,4.7,4.01905,0.04699999839067459,452.9,0.2182139,-44.0124736,3.0,0.342074,186.3,0.040190499275922775,0.13175059854984283,0.029000001028180122,0.1588464351809762,0.040636689142821036,-0.6809500000000002,0.038968518739880276
1887,Australia,AUS,0,0,0.0,0,0,0,0,198.792,5.958,14.375422477722168,105.95120239257812,31.473339080810547,0.7793999715713333,0.06741534918546677,0.20600000023841858,4.6,3.5752833,0.04600000008940697,472.52,0.2019936,-30.082957600000004,2.916667,0.325023,199.7,0.035752832889556885,0.13175059854984283,0.28200000524520874,-0.3567175331005501,0.08714542675233639,-1.0247166999999995,0.03960924180777958
1888,Australia,AUS,0,0,0.0,0,0,0,0,230.834,6.888,13.5944185256958,111.79267883300781,33.09442138671875,0.8532378636149334,0.0947369784116745,0.19499999284744263,4.6,3.3496417000000003,0.04600000008940697,503.06,0.210911,-43.7032436,2.791667,0.328934,218.6,0.033496417105197906,0.13175059854984283,0.2619999945163727,24.77467025746813,0.16245889686874426,-1.2503582999999994,0.16118354863374784
1889,Australia,AUS,0,0,0.0,0,0,0,0,247.648,8.418,13.849213600158691,114.70389556884766,33.36769104003906,0.9434841761126666,0.1057688444852829,-0.06800000369548798,4.5,3.4856584,0.04500000178813934,535.74,0.1861224,-41.2276556,2.791667,0.321197,227.5,0.034856583923101425,0.13175059854984283,-0.010999999940395355,36.08884045089488,0.25872446865792476,-1.0143415999999998,0.07284022284412162
