year,country,iso,crisis_bin,crisis_lv,crisisJST,crisis_union,crisis_h1,crisis_h2,crisis_h3,tloans,tmort,lev,ltd,noncore,hpnom,housing_capgain,eq_capgain,stir,ltrate,bill_rate,gdp,iy,ca,cpi,debtgdp,money,bond_rate,housing_tr,eq_tr,tloans_gap,hpnom_gap,term_spread,tloans_growth
1986,Australia,AUS,0,0,0.0,0,0,0,0,81353.0,28079.2,5.168014049530029,83.82770538330078,35.2076530456543,61.375134776478404,0.07237258553504944,0.4570000171661377,15.3866666666667,13.4166666666667,0.15386666357517242,260242.0,0.23235000363937844,-13704.61092,74.49994,0.234131,131643.0,0.1341666728258133,0.13455811142921448,0.5109999775886536,1677.0809507366212,-1.0299046464317172,-1.9700000000000006,0.17538359291472827
1987,Australia,AUS,0,0,0.0,0,0,0,0,94828.0,35430.5,5.401523113250732,88.2623291015625,39.03450012207031,64.44389151530228,0.05000073462724686,-0.1210000067949295,12.7983333333333,13.1916666666667,0.12798333168029785,285706.0,0.23016385940207595,-10324.09472,80.82405,0.220637,148219.0,0.13191667199134827,0.10647882521152496,-0.09600000083446503,1232.8306519775215,-3.023319233621919,0.39333333333340015,0.16563617813725373
1988,Australia,AUS,0,0,0.0,0,0,0,0,120127.0,44388.6,6.37939453125,93.04239654541016,43.3197021484375,78.97486937049013,0.22548294067382812,0.16099999845027924,12.1416666666667,12.1041666666667,0.12141666561365128,323892.0,0.23968840607838846,-13182.465449999998,86.66906,0.248187,173005.0,0.1210416629910469,0.2819986939430237,0.2110000103712082,10708.575823315769,6.246526114168901,-0.037499999999999645,0.26678829037836915
1989,Australia,AUS,0,0,1.0,1,0,0,0,174395.1965,52916.0,6.310995101928711,102.04905700683594,40.92165756225586,98.43244588206025,0.24637575447559357,0.11300000548362732,16.8,13.4083333333333,0.1679999977350235,367526.0,0.2529068841782122,-23336.1689,93.22074,0.22769999999999999,207473.9605,0.1340833306312561,0.2942717373371124,0.17899999022483826,47100.53995210091,20.262462324339893,-3.3916666666667012,0.4517568614882581
1990,Australia,AUS,0,0,0.0,0,0,0,0,200876.80089999997,66528.0,6.175625324249268,106.7964859008789,40.902854919433594,100.0,0.015925651416182518,-0.20100000500679016,14.1508333333333,13.18,0.1415083259344101,403852.0,0.23071301575783731,-20036.65332,100.0,0.215777,229475.8015,0.13179999589920044,0.065885990858078,-0.15299999713897705,53477.18998612426,16.21070541897376,-0.9708333333332995,0.1518482442834943
1991,Australia,AUS,0,0,0.0,0,0,0,0,216745.85119999998,74377.0,6.1590189933776855,113.4994125366211,42.36524200439453,100.62851713805452,0.006289999932050705,0.22200000286102295,9.95583333333333,10.6908333333333,0.09955833107233047,414473.0,0.21251300910297966,-13649.312880000001,103.2227,0.229141,234016.7225,0.10690833628177643,0.05484708026051521,0.2750000059604645,46719.06812329686,10.994421728100122,0.7349999999999692,0.07899891987975205
1992,Australia,AUS,0,0,0.0,0,0,0,0,224286.1866,91246.0,6.162067413330078,116.15415954589844,42.076725006103516,103.17181904553092,0.025271045044064522,-0.05999999865889549,6.265,9.219999999999999,0.06265000253915787,422433.0,0.21033111339685245,-14103.482879999998,104.2404,0.271514,243383.9018,0.09220000356435776,0.0706331878900528,-0.02199999988079071,28682.824786564335,7.379087153763152,2.954999999999999,0.034788833826591814
1993,Australia,AUS,0,0,0.0,0,0,0,0,240741.1654,109835.0,6.339934349060059,112.62088012695312,39.44102478027344,106.06592121610757,0.028050245717167854,0.3550437092781067,5.00166666666667,7.280833333333333,0.05001666769385338,443383.0,0.21265735414429773,-13630.436980000002,106.1304,0.303218,258217.3071,0.07280833274126053,0.07173950970172882,0.40456143021583557,16067.831828563823,3.6848852880579983,2.2791666666666632,0.07336599301742286
1994,Australia,AUS,0,0,0.0,0,0,0,0,270676.8052,135757.0,7.160435199737549,113.91935729980469,39.219825744628906,109.8370240444347,0.03555333614349365,-0.12148795276880264,5.69416666666667,9.041666666666668,0.05694166570901871,465753.0,0.22719686619664398,-21557.097120000002,108.1415,0.314529,283445.1861,0.09041666984558105,0.07832036912441254,-0.08810185641050339,12824.413339966064,0.30373690616728766,3.3474999999999975,0.12434782290042046
1995,Australia,AUS,0,0,0.0,0,0,0,0,302816.52700000006,152596.0,7.42962121963501,114.015380859375,38.40824890136719,111.71526711978368,0.017098063603043556,0.15689592063426971,7.6438077969278,9.21089527658369,0.07643807679414749,494567.0,0.2248561711717269,-25196.940249999996,113.1573,0.31123,308981.7428,0.09210895001888275,0.06260917335748672,0.20723018050193787,7020.127231870487,-5.677710235325421,1.56708747965589,0.11873836687355754
1996,Australia,AUS,0,0,0.0,0,0,0,0,332779.9595,168921.0,6.691069602966309,116.47212982177734,39.11824035644531,113.17693488270115,0.013086873106658459,0.0988348200917244,7.01642466962862,8.20920705749882,0.07016424834728241,527599.0,0.22590020058880217,-18418.25472,116.1134,0.29317,335354.3076,0.08209206908941269,0.05804639682173729,0.14342470467090607,-6413.321917973808,-12.927422870826746,1.1927823878701993,0.09894913199371036
1997,Australia,AUS,0,0,0.0,0,0,0,0,366159.4058,183868.0,6.129235710484962,114.89466857910156,40.98450369430773,116.6922458525177,0.03105754777789116,0.0726463720202446,5.29024091685076,6.95491854388937,0.05290240794420242,555291.0,0.23929159391399762,-16281.49141,116.37432898876405,0.25908000000000003,356961.8623,0.06954918801784515,0.07185395807027817,0.11419185996055603,-22589.105449897004,-19.10523938037103,1.6646776270386106,0.100304857149909
1998,Australia,AUS,0,0,0.0,0,0,0,0,401898.5166,202729.0,5.892051212637981,116.61505126953125,40.58965176171185,128.2686545348242,0.09920988231897354,0.04555146396160126,4.83681458215697,5.49297052826401,0.048368144780397415,588097.0,0.24384491176651774,-28407.067740000002,117.3745567790262,0.23754,384572.7590125,0.0549297034740448,0.139498770236969,0.08479026705026627,-43253.013799434586,-18.301443600555217,0.6561559461070399,0.0976053331797273
1999,Australia,AUS,0,0,0.0,0,0,0,0,453447.4476,228489.0,6.2872646678624635,118.31731414794922,40.021807031011996,136.58554410582474,0.06484029442071915,0.1526881754398346,4.7584499580638,6.00931194298328,0.047584500163793564,620141.0,0.24863893661819528,-33767.156689999996,119.02710704119848,0.22588,420189.243571,0.060093119740486145,0.1024678498506546,0.19295363128185272,-55587.85963849706,-21.88662759891207,1.2508619849194806,0.12826355129672073
2000,Australia,AUS,0,0,0.0,0,0,0,0,501168.72,267210.0,4.928369382543435,127.81136322021484,46.10480981998489,150.19367097858657,0.09962953627109528,0.01476453896611929,5.97608417817581,6.31456933440806,0.059760842472314835,661159.0,0.2413036840459848,-27114.130589999997,124.33266314606739,0.19559,441076.96608717,0.06314568966627121,0.1360531449317932,0.0502253957092762,-79755.95760449662,-21.31425659710979,0.33848515623224973,0.10524102109864852
2001,Australia,AUS,0,0,0.0,0,0,0,0,552921.38,302902.0,6.8474741630419045,123.5514144897461,43.126594422721794,162.67631367390192,0.08310584723949432,0.0650458037853241,4.80019007719122,5.61526432840721,0.04800190031528473,705066.0,0.22865344981065408,-15885.136980000001,129.81217191011234,0.17177,502184.66369387,0.05615264177322388,0.11729618906974792,0.10134624689817429,-108284.12768574886,-22.950557140094418,0.8150742512159894,0.10326394672037797
2002,Australia,AUS,0,0,0.0,0,0,0,0,638061.02,350989.0,5.39836865823757,121.30997467041016,43.931485378416255,195.9657969743477,0.20463989675045013,-0.11440816521644592,4.55083333333333,5.84395771110088,0.045508332550525665,754253.0,0.2545782871389858,-28767.20942,133.76959490636705,0.15062,537277.23965247,0.058439578860998154,0.2369515746831894,-0.080964095890522,-112003.25377655833,-4.759423869534743,1.2931243777675503,0.1539814575446512
2003,Australia,AUS,0,0,0.0,0,0,0,0,755126.42,419409.0,5.204275170435823,123.07186889648438,41.73241972826925,231.631572023679,0.18200096487998962,0.11107376962900162,4.80916666666667,5.36677549770342,0.04809166491031647,800960.0,0.26422554311761454,-42875.38879999999,137.42260074906366,0.13208,601112.9571911701,0.05366775393486023,0.20934215188026428,0.15864193439483643,-92290.32185201487,14.989751326928683,0.5576088310367506,0.18347054016871311
2004,Australia,AUS,0,0,0.0,0,0,0,0,865325.92,474827.0,4.784511755178226,124.59059143066406,43.48126565073752,246.72093839070376,0.06514212489128113,0.22598306834697723,5.25,5.59077450749734,0.05249999836087227,861039.0,0.2675819507177675,-54443.49597000001,140.6407249438202,0.11942,655708.160473812,0.05590774491429329,0.08884704113006592,0.2756807804107666,-87572.74975276703,13.517323546382158,0.34077450749733984,0.14593516672347384
2005,Australia,AUS,0,0,0.0,0,0,0,0,985477.6,531848.0,4.907004130195782,129.52720642089844,43.36338977701593,250.24832273624205,0.01429549977183342,0.16177740693092346,5.4575,5.33997311398556,0.05457499995827675,922371.0,0.27598881251206,-54844.17966,144.38070711610487,0.10891,710108.9448927271,0.05339973047375679,0.0370575487613678,0.21087831258773804,-80437.4895148339,-0.026699400393397354,-0.11752688601443939,0.13885135903475532
2006,Australia,AUS,0,0,0.0,0,0,0,0,1124441.8900000001,588836.0,4.703203638733361,129.28997802734375,44.17216340154606,269.84490243367674,0.07831031829118729,0.19867058098316193,5.805,5.5878722441858,0.0580499991774559,996430.0,0.27374395230950316,-58500.405300000006,149.51231056179776,0.09959,802491.625485827,0.05587872117757797,0.10146992653608322,0.24965542554855347,-61210.21129985154,2.0906477010798312,-0.2171277558141993,0.1410121244764977
2007,Australia,AUS,0,0,0.0,0,0,0,0,1352075.7899999998,660823.0,4.451882694713134,117.1962890625,37.63911227115846,300.41556676167505,0.11329096555709839,0.1376078575849533,6.38752653589776,5.99452083739212,0.06387526541948318,1086590.0,0.2781956015647278,-72997.1162,153.03485191011234,0.09688000000000001,984506.232993645,0.059945207089185715,0.135941743850708,0.1795337051153183,40981.07845432917,14.876108719064973,-0.3930056985056405,0.20244167530969492
