model,horizon,auroc,auroc_ci_low,auroc_ci_high,auprc,auprc_ci_low,auprc_ci_high,loss,loss_ci_low,loss_ci_high,mu,optimal_threshold,fnr,fpr,n_pos,n_total
LogitPanel,1,0.6526239067055394,0.21912350597609564,0.6968510104966317,0.07094069873267508,0.004914004914004914,0.13331080186777608,0.20612244897959184,0.1817204301075269,0.21989988109694392,0.75,0.0014454951790303068,0.0,0.8244897959183674,14,504
LogitPanel,2,0.7959398199855462,0.6061776061776062,0.9185485055445398,0.2536476994146203,0.04364288561179753,0.35875710407579353,0.1960285132382892,0.049614643545279384,0.22347038859135626,0.75,0.003505317642420196,0.0,0.7841140529531568,31,522
LogitPanel,3,0.8059631959003027,0.7199631277384564,0.8746019506974622,0.3559607627857976,0.06376314478449958,0.493885599266649,0.19968553459119498,0.07142857142857142,0.22001829268292683,0.75,0.0021968695076631946,0.0,0.7987421383647799,45,522
